frame,urdu,english,punjabi,punjabi_gur,gold
Scrambled,پنسل علی نے توڑ دی تھی,Ali broke the pencil,پنسل علی نے توڑ دِتی سی,ਪੈਨਸਿਲ ਅਲੀ ਨੇ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Scrambled,جلا دیا ثنا نے موبائل,Sana Sana the phone,ساڑ دِتا ثنا نے موبائل,ਸਾੜ ਦਿੱਤਾ ਸਨਾ ਨੇ ਮੋਬਾਈਲ,VOL
Scrambled,صراحی راجہ نے کھسکا دی,the king moved the pitcher,صراحی راجا نے کھسکا دتی,ਸੁਰਾਹੀ ਰਾਜਾ ਨੇ ਖਸਕਾ ਦਿੱਤੀ,VOL
Scrambled,گرا دیا طالبہ نے کپ,the student the student the cup,ڈھا دِتا شاگرد نے کپ,ਢਾਹ ਦਿੱਤਾ ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ,VOL
Scrambled,گاڑی طالبہ نے الٹا دی,the student flipped the car,گڈّی شاگرد نے الٹا دتی,ਗੱਡੀ ਸ਼ਾਗਿਰਦ ਨੇ ਉਲਟਾ ਦਿੱਤੀ,VOL
Scrambled,چابی موٹو نے گما دی,Motu lost the key,کنجی موٹو نے گما دتی,ਕੁੰਜੀ ਮੋਟੂ ਨੇ ਗੁਆ ਦਿੱਤੀ,VOL
Scrambled,توڑ دی تھی لڑکی نے چابی,the girl the girl the key,توڑ دِتی سی کُڑی نے کنجی,ਤੋੜ ਦਿੱਤੀ ਸੀ ਕੁੜੀ ਨੇ ਕੁੰਜੀ,VOL
Scrambled,کھسکا دیا لڑکی نے دروازہ,the girl the girl the door,کھسکا دتا کُڑی نے بوہا,ਖਸਕਾ ਦਿੱਤਾ ਕੁੜੀ ਨੇ ਬੂਹਾ,VOL
Scrambled,چھوڑ دی استاد نے گاڑی,the teacher the teacher the car,چھڈ دِتی استاد نے گڈّی,ਛੱਡ ਦਿੱਤੀ ਉਸਤਾਦ ਨੇ ਗੱਡੀ,VOL
Scrambled,قلم لڑکے نے گندا کر دیا,the boy dirtied the pen,قلم منڈے نے گندا کر دتا,ਕਲਮ ਮੁੰਡੇ ਨੇ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
Scrambled,کپ رانی نے جلا دیا,the queen burned the cup,کپ رانی نے ساڑ دِتا,ਕਪ ਰਾਨੀ ਨੇ ਸਾੜ ਦਿੱਤਾ,VOL
Scrambled,جلا دیا ثنا نے گلدان,Sana Sana the vase,ساڑ دِتا ثنا نے گلدان,ਸਾੜ ਦਿੱਤਾ ਸਨਾ ਨੇ ਗੁਲਦਾਨ,VOL
Scrambled,دروازہ فاطمہ نے الٹا دیا,Fatima flipped the door,بوہا فاطمہ نے الٹا دتا,ਬੂਹਾ ਫਾਤਿਮਾ ਨੇ ਉਲਟਾ ਦਿੱਤਾ,VOL
Scrambled,موبائل رانی نے گما دیا,the queen lost the phone,موبائل رانی نے گما دتا,ਮੋਬਾਈਲ ਰਾਨੀ ਨੇ ਗੁਆ ਦਿੱਤਾ,VOL
Scrambled,کپ لڑکی نے الٹا دیا,the girl flipped the cup,کپ کُڑی نے الٹا دتا,ਕਪ ਕੁੜੀ ਨੇ ਉਲਟਾ ਦਿੱਤਾ,VOL
Scrambled,گما دی فاطمہ نے پنسل,Fatima Fatima the pencil,گما دتی فاطمہ نے پنسل,ਗੁਆ ਦਿੱਤੀ ਫਾਤਿਮਾ ਨੇ ਪੈਨਸਿਲ,VOL
Scrambled,جلا دی موٹو نے پنسل,Motu Motu the pencil,ساڑ دِتی موٹو نے پنسل,ਸਾੜ ਦਿੱਤੀ ਮੋਟੂ ਨੇ ਪੈਨਸਿਲ,VOL
Scrambled,گڑیا راجہ نے گرا دی,the king dropped the doll,گڈی راجا نے ڈھا دِتی,ਗੱਡੀ ਰਾਜਾ ਨੇ ਢਾਹ ਦਿੱਤੀ,VOL
Scrambled,جلا دیا احمد نے دروازہ,Ahmed Ahmed the door,ساڑ دِتا احمد نے بوہا,ਸਾੜ ਦਿੱਤਾ ਅਹਮਦ ਨੇ ਬੂਹਾ,VOL
Scrambled,کھسکا دیا طالبہ نے گلدان,the student the student the vase,کھسکا دتا شاگرد نے گلدان,ਖਸਕਾ ਦਿੱਤਾ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ,VOL
Scrambled,دروازہ فاطمہ نے گما دیا,Fatima lost the door,بوہا فاطمہ نے گما دتا,ਬੂਹਾ ਫਾਤਿਮਾ ਨੇ ਗੁਆ ਦਿੱਤਾ,VOL
Scrambled,الٹا دی استاد نے گاڑی,the teacher the teacher the car,الٹا دتی استاد نے گڈّی,ਉਲਟਾ ਦਿੱਤੀ ਉਸਤਾਦ ਨੇ ਗੱਡੀ,VOL
Scrambled,موبائل علی نے چھوڑ دیا,Ali released the phone,موبائل علی نے چھڈ دِتا,ਮੋਬਾਈਲ ਅਲੀ ਨੇ ਛੱਡ ਦਿੱਤਾ,VOL
WithAdv,غلطی سے ثنا نے صراحی گندی کر دی,Sana dirtied the pitcher by mistake,غلطی نال ثنا نے صراحی گندی کر دتی,ਗਲਤੀ ਨਾਲ ਸਨਾ ਨੇ ਸਰਾਹੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
WithAdv,کل ثنا نے چابی پکڑ لی,Sana caught the key yesterday,کل ثنا نے کنجی پھڑ لئی,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਕੁੰਜੀ ਫੜ ਲਈ,VOL
WithAdv,غلطی سے فاطمہ نے دروازہ چھوڑ دیا,Fatima released the door by mistake,غلطی نال فاطمہ نے بوہا چھڈ دِتا,ਗਲਤੀ ਨਾਲ ਫਾਤਿਮਾ ਨੇ ਬੂਹਾ ਛੱਡ ਦਿੱਤਾ,VOL
WithAdv,کل ثنا نے پنسل الٹا دی,Sana flipped the pencil yesterday,کل ثنا نے پنسل الٹا دتی,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਪੈਨਸਿਲ ਉਲਟਾ ਦਿੱਤੀ,VOL
WithAdv,کل موٹو نے پنسل گما دی,Motu lost the pencil yesterday,کل موٹو نے پنسل گما دتی,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਪੈਨਸਿਲ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,آہستہ سے علی نے گاڑی گرا دی,Ali dropped the car slowly,ہولی نال علی نے گڈّی ڈھا دِتی,ਹੌਲੀ ਨਾਲ ਅਲੀ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ,VOL
WithAdv,خاموشی سے فاطمہ نے کھلونا گما دیا,Fatima lost the toy quietly,چپ چاپ فاطمہ نے کھڈونا گما دتا,ਚੁੱਪ ਚਾਪ ਫਾਤਿਮਾ ਨੇ ਖਿਡੌਣਾ ਗੁਆ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے ببلو نے صراحی چھوڑ دی,Bablu let go of the pitcher quietly,چپ چاپ ببلو نے صراحی چھڈ دِتی,ਚੁੱਪ ਚਾਪ ਬਬਲੂ ਨੇ ਸੁਰਾਹੀ ਛੱਡ ਦਿੱਤੀ,VOL
WithAdv,جلدی سے رانی نے کتاب توڑ دی تھی,the queen broke the book quickly,جلدی نال رانی نے کتاب توڑ دِتی سی,ਜਲਦੀ ਨਾਲ ਰਾਨੀ ਨੇ ਕਿਤਾਬ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
WithAdv,اچانک لڑکی نے کھلونا کھسکا دیا,the girl moved the toy suddenly,اچانک کُڑی نے کھڈونا کھسکا دتا,ਅਚਾਨਕ ਕੁੜੀ ਨੇ ਖਿਡੌਣਾ ਖਸਕਾ ਦਿੱਤਾ,VOL
WithAdv,جلدی سے رانی نے موبائل کھسکا دیا,the queen moved the phone quickly,جلدی نال رانی نے موبائل کھسکا دتا,ਜਲਦੀ ਨਾਲ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਖਸਕਾ ਦਿੱਤਾ,VOL
WithAdv,آہستہ سے فاطمہ نے پنسل الٹا دی,Fatima flipped the pencil slowly,ہولی نال فاطمہ نے پنسل الٹا دتی,ਹੌਲੀ ਨਾਲ ਫਾਤਿਮਾ ਨੇ ਪੈਨਸਿਲ ਉਲਟਾ ਦਿੱਤੀ,VOL
WithAdv,جلدی سے احمد نے گڑیا چھوڑ دی,Ahmed let go of the doll quickly,جلدی نال احمد نے گڈی چھڈ دِتی,ਜਲਦੀ ਨਾਲ ਅਹਮਦ ਨੇ ਗੱਡੀ ਛੱਡ ਦਿੱਤੀ,VOL
WithAdv,اچانک ثنا نے پنسل پکڑ لی,Sana caught the pencil suddenly,اچانک ثنا نے پنسل پھڑ لئی,ਅਚਾਨਕ ਸਨਾ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ,VOL
WithAdv,جلدی سے طالبہ نے موبائل گندا کر دیا,the student dirtied the phone quickly,جلدی نال شاگرد نے موبائل گندا کر دتا,ਜਲਦੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਮੋਬਾਈਲ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
WithAdv,جلدی سے طالبہ نے گلدان پکڑ لیا,the student caught the vase quickly,جلدی نال شاگرد نے گلدان پھڑ لیا,ਜਲਦੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਫੜ ਲਿਆ,VOL
WithAdv,غلطی سے رانی نے موبائل گندا کر دیا,the queen dirtied the phone by mistake,غلطی نال رانی نے موبائل گندا کر دتا,ਗਲਤੀ ਨਾਲ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
WithAdv,اچانک راجہ نے کھلونا گرا دیا,the king dropped the toy suddenly,اچانک راجا نے کھڈونا ڈھا دِتا,ਅਚਾਨਕ ਰਾਜਾ ਨੇ ਖਿਡੌਣਾ ਢਾਹ ਦਿੱਤਾ,VOL
WithAdv,غلطی سے لڑکے نے گڑیا گندی کر دی,the boy dirtied the doll by mistake,غلطی نال منڈے نے گڈی گندی کر دتی,ਗਲਤੀ ਨਾਲ ਮੁੰਡੇ ਨੇ ਗੱਡੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
WithAdv,خاموشی سے علی نے کپ پکڑ لیا,Ali caught the cup quietly,چپ چاپ علی نے کپ پھڑ لیا,ਚੁੱਪ ਚਾਪ ਅਲੀ ਨੇ ਕਪ ਫੜ ਲਿਆ,VOL
WithAdv,غلطی سے راجہ نے صراحی گرا دی,the king dropped the pitcher by mistake,غلطی نال راجا نے صراحی ڈھا دِتی,ਗਲਤੀ ਨਾਲ ਰਾਜਾ ਨੇ ਸੁਰਾਹੀ ਢਾਹ ਦਿੱਤੀ,VOL
WithAdv,اچانک علی نے کتاب پکڑ لی,Ali caught the book suddenly,اچانک علی نے کتاب پھڑ لئی,ਅਚਾਨਕ ਅਲੀ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ,VOL
WithAdv,خاموشی سے ثنا نے کتاب پکڑ لی,Sana caught the book quietly,چپ چاپ ثنا نے کتاب پھڑ لئی,ਚੁੱਪ ਚਾਪ ਸਨਾ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ,VOL
WithAdv,غلطی سے لڑکی نے قلم گندا کر دیا,the girl dirtied the pen by mistake,غلطی نال کُڑی نے قلم گندا کر دتا,ਗਲਤੀ ਨਾਲ ਕੁੜੀ ਨੇ ਕਲਮ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے فاطمہ نے کھلونا توڑ دیا,Fatima broke the toy quietly,چپ چاپ فاطمہ نے کھڈونا توڑ دِتا,ਚੁੱਪ ਚਾਪ ਫਾਤਿਮਾ ਨੇ ਖਿਡੌਣਾ ਤੋੜ ਦਿੱਤਾ,VOL
WithAdv,جلدی سے علی نے دروازہ گما دیا,Ali lost the door quickly,جلدی نال علی نے بوہا گما دتا,ਜਲਦੀ ਨਾਲ ਅਲੀ ਨੇ ਬੂਹਾ ਗੁਆ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے لڑکے نے موبائل الٹا دیا,the boy flipped the phone quietly,چپ چاپ منڈے نے موبائل الٹا دتا,ਚੁੱਪ ਚਾਪ ਮੁੰਡੇ ਨੇ ਮੋਬਾਈਲ ਉਲਟਾ ਦਿੱਤਾ,VOL
WithAdv,کل راجہ نے پنسل چھوڑ دی,the king let go of the pencil yesterday,کل راجا نے پنسل چھڈ دِتی,ਕੱਲ੍ਹ ਰਾਜਾ ਨੇ ਪੈਨਸਿਲ ਛੱਡ ਦਿੱਤੀ,VOL
WithAdv,خاموشی سے راجہ نے گاڑی جلا دی,the king burned the car quietly,چپ چاپ راجا نے گڈّی ساڑ دِتی,ਚੁੱਪ ਚਾਪ ਰਾਜਾ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ,VOL
WithAdv,جلدی سے لڑکے نے موبائل گرا دیا,the boy dropped the phone quickly,جلدی نال منڈے نے موبائل ڈھا دِتا,ਜਲਦੀ ਨਾਲ ਮੁੰਡੇ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے طالبہ نے گاڑی جلا دی,the student burned the car quietly,چپ چاپ شاگرد نے گڈّی ساڑ دِتی,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ,VOL
WithAdv,کل راجہ نے کپ جلا دیا,the king burned the cup yesterday,کل راجا نے کپ ساڑ دِتا,ਕੱਲ੍ਹ ਰਾਜਾ ਨੇ ਕਪ ਸਾੜ ਦਿੱਤਾ,VOL
WithAdv,غلطی سے رانی نے کتاب گما دی,the queen lost the book by mistake,غلطی نال رانی نے کتاب گما دتی,ਗਲਤੀ ਨਾਲ ਰਾਨੀ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,کل موٹو نے کھلونا پکڑ لیا,Motu caught the toy yesterday,کل موٹو نے کھڈونا پھڑ لیا,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਖਿਡੌਣਾ ਫੜ ਲਿਆ,VOL
WithAdv,خاموشی سے طالبہ نے گڑیا کھسکا دی,the student moved the doll quietly,چپ چاپ شاگرد نے گڈی کھسکا دتی,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਖਸਕਾ ਦਿੱਤੀ,VOL
WithAdv,آہستہ سے راجہ نے چابی پکڑ لی,the king caught the key slowly,ہولی نال راجا نے کنجی پھڑ لئی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਕੁੰਜੀ ਫੜ ਲਈ,VOL
WithAdv,کل رانی نے قلم گندا کر دیا,the queen dirtied the pen yesterday,کل رانی نے قلم گندا کر دتا,ਕੱਲ੍ਹ ਰਾਨੀ ਨੇ ਕਲਮ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے استاد نے گلدان کھسکا دیا,the teacher moved the vase quietly,چپ چاپ استاد نے گلدان کھسکا دتا,ਚੁੱਪ ਚਾਪ ਉਸਤਾਦ ਨੇ ਗੁਲਦਾਨ ਖਸਕਾ ਦਿੱਤਾ,VOL
WithAdv,اچانک استاد نے کتاب گما دی,the teacher lost the book suddenly,اچانک استاد نے کتاب گما دتی,ਅਚਾਨਕ ਉਸਤਾਦ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,اچانک راجہ نے موبائل پکڑ لیا,the king caught the phone suddenly,اچانک راجا نے موبائل پھڑ لیا,ਅਚਾਨਕ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਫੜ ਲਿਆ,VOL
WithAdv,خاموشی سے رانی نے موبائل جلا دیا,the queen burned the phone quietly,چپ چاپ رانی نے موبائل ساڑ دِتا,ਚੁੱਪ ਚਾਪ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਸਾੜ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے طالبہ نے گلدان توڑ دیا,the student broke the vase quietly,چپ چاپ شاگرد نے گلدان توڑ دِتا,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਤੋੜ ਦਿੱਤਾ,VOL
WithAdv,کل طالبہ نے کپ پکڑ لیا,the student caught the cup yesterday,کل شاگرد نے کپ پھڑ لیا,ਕੱਲ੍ਹ ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਫੜ ਲਿਆ,VOL
WithAdv,کل موٹو نے گڑیا گما دی,Motu lost the doll yesterday,کل موٹو نے گڈی گما دتی,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਗੱਡੀ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,اچانک احمد نے گلدان گما دیا,Ahmed lost the vase suddenly,اچانک احمد نے گلدان گما دتا,ਅਚਾਨਕ ਅਹਮਦ ਨੇ ਗੁਲਦਾਨ ਗੁਆ ਦਿੱਤਾ,VOL
WithAdv,جلدی سے ثنا نے گڑیا گرا دی,Sana dropped the doll quickly,جلدی نال ثنا نے گڈی ڈھا دِتی,ਜਲਦੀ ਨਾਲ ਸਨਾ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ,VOL
WithAdv,اچانک استاد نے کھلونا الٹا دیا,the teacher flipped the toy suddenly,اچانک استاد نے کھڈونا الٹا دتا,ਅਚਾਨਕ ਉਸਤਾਦ ਨੇ ਖਿਡੌਣਾ ਉਲਟਾ ਦਿੱਤਾ,VOL
WithAdv,اچانک ثنا نے کپ چھوڑ دیا,Sana released the cup suddenly,اچانک ثنا نے کپ چھڈ دِتا,ਅਚਾਨਕ ਸਨਾ ਨੇ ਕਪ ਛੱਡ ਦਿੱਤਾ,VOL
WithAdv,آہستہ سے احمد نے پنسل پکڑ لی,Ahmed caught the pencil slowly,ہولی نال احمد نے پنسل پھڑ لئی,ਹੌਲੀ ਨਾਲ ਅਹਮਦ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ,VOL
WithAdv,آہستہ سے موٹو نے کتاب گما دی,Motu lost the book slowly,ہولی نال موٹو نے کتاب گما دتی,ਹੌਲੀ ਨਾਲ ਮੋਟੂ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,جلدی سے موٹو نے قلم توڑ دیا,Motu broke the pen quickly,جلدی نال موٹو نے قلم توڑ دِتا,ਜਲਦੀ ਨਾਲ ਮੋਟੂ ਨੇ ਕਲਮ ਤੋੜ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے احمد نے صراحی گما دی,Ahmed lost the pitcher quietly,چپ چاپ احمد نے صراحی گما دتی,ਚੁੱਪ ਚਾਪ ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,اچانک استاد نے پنسل کھسکا دی,the teacher moved the pencil suddenly,اچانک استاد نے پنسل کھسکا دتی,ਅਚਾਨਕ ਉਸਤਾਦ ਨੇ ਪੈਨਸਿਲ ਖਸਕਾ ਦਿੱਤੀ,VOL
WithAdv,کل موٹو نے کتاب چھوڑ دی,Motu let go of the book yesterday,کل موٹو نے کتاب چھڈ دِتی,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਕਿਤਾਬ ਛੱਡ ਦਿੱਤੀ,VOL
WithAdv,کل علی نے گڑیا پکڑ لی,Ali caught the doll yesterday,کل علی نے گڈی پھڑ لئی,ਕੱਲ੍ਹ ਅਲੀ ਨੇ ਗੱਡੀ ਫੜ ਲਈ,VOL
WithAdv,غلطی سے موٹو نے دروازہ جلا دیا,Motu burned the door by mistake,غلطی نال موٹو نے بوہا ساڑ دِتا,ਗਲਤੀ ਨਾਲ ਮੋਟੂ ਨੇ ਬੂਹਾ ਸਾੜ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے لڑکی نے گڑیا گرا دی,the girl dropped the doll quietly,چپ چاپ کُڑی نے گڈی ڈھا دِتی,ਚੁੱਪ ਚਾਪ ਕੁੜੀ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ,VOL
WithAdv,آہستہ سے راجہ نے کتاب کھسکا دی,the king moved the book slowly,ہولی نال راجا نے کتاب کھسکا دتی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਕਿਤਾਬ ਖਸਕਾ ਦਿੱਤੀ,VOL
WithAdv,خاموشی سے راجہ نے موبائل چھوڑ دیا,the king released the phone quietly,چپ چاپ راجا نے موبائل چھڈ دِتا,ਚੁੱਪ ਚਾਪ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਛੱਡ ਦਿੱਤਾ,VOL
WithAdv,کل راجہ نے موبائل کھسکا دیا,the king moved the phone yesterday,کل راجا نے موبائل کھسکا دتا,ਕੱਲ੍ਹ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਖਸਕਾ ਦਿੱਤਾ,VOL
WithAdv,خاموشی سے استاد نے کھلونا پکڑ لیا,the teacher caught the toy quietly,چپ چاپ استاد نے کھڈونا پھڑ لیا,ਚੁੱਪ ਚਾਪ ਉਸਤਾਦ ਨੇ ਖਿਡੌਣਾ ਫੜ ਲਿਆ,VOL
WithAdv,غلطی سے احمد نے صراحی الٹا دی,Ahmed flipped the pitcher by mistake,غلطی نال احمد نے صراحی الٹا دتی,ਗਲਤੀ ਨਾਲ ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ,VOL
WithAdv,جلدی سے ثنا نے قلم پکڑ لیا,Sana caught the pen quickly,جلدی نال ثنا نے قلم پھڑ لیا,ਜਲਦੀ ਨਾਲ ਸਨਾ ਨੇ ਕਲਮ ਫੜ ਲਿਆ,VOL
WithAdv,جلدی سے ببلو نے قلم جلا دیا,Bablu burned the pen quickly,جلدی نال ببلو نے قلم ساڑ دِتا,ਜਲਦੀ ਨਾਲ ਬਬਲੂ ਨੇ ਕਲਮ ਸਾੜ ਦਿੱਤਾ,VOL
WithAdv,غلطی سے موٹو نے گڑیا جلا دی,Motu burned the doll by mistake,غلطی نال موٹو نے گڈی ساڑ دِتی,ਗਲਤੀ ਨਾਲ ਮੋਟੂ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ,VOL
WithAdv,آہستہ سے راجہ نے چابی جلا دی,the king burned the key slowly,ہولی نال راجا نے کنجی ساڑ دِتی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਕੁੰਜੀ ਸਾੜ ਦਿੱਤੀ,VOL
WithAdv,کل طالبہ نے گلدان پکڑ لیا,the student caught the vase yesterday,کل شاگرد نے گلدان پھڑ لیا,ਕੱਲ੍ਹ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਫੜ ਲਿਆ,VOL
WithAdv,جلدی سے ثنا نے صراحی پکڑ لی,Sana caught the pitcher quickly,جلدی نال ثنا نے صراحی پھڑ لئی,ਜਲਦੀ ਨਾਲ ਸਨਾ ਨੇ ਸੁਰਾਹੀ ਫੜ ਲਈ,VOL
WithAdv,خاموشی سے موٹو نے گاڑی گندی کر دی,Motu dirtied the car quietly,چپ چاپ موٹو نے گڈّی گندی کر دتی,ਚੁੱਪ ਚਾਪ ਮੋਟੂ ਨੇ ਗੱਡੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
WithAdv,کل طالبہ نے گلدان کھسکا دیا,the student moved the vase yesterday,کل شاگرد نے گلدان کھسکا دتا,ਕੱਲ੍ਹ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਖਸਕਾ ਦਿੱਤਾ,VOL
WithAdv,آہستہ سے لڑکی نے کتاب گما دی,the girl lost the book slowly,ہولی نال کُڑی نے کتاب گما دتی,ਹੌਲੀ ਨਾਲ ਕੁੜੀ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ,VOL
WithAdv,خاموشی سے استاد نے موبائل گرا دیا,the teacher dropped the phone quietly,چپ چاپ استاد نے موبائل ڈھا دِتا,ਚੁੱਪ ਚਾਪ ਉਸਤਾਦ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ,VOL
WithAdv,جلدی سے ببلو نے چابی کھسکا دی,Bablu moved the key quickly,جلدی نال ببلو نے کنجی کھسکا دتی,ਜਲਦੀ ਨਾਲ ਬਬਲੂ ਨੇ ਕੁੰਜੀ ਖਸਕਾ ਦਿੱਤੀ,VOL
